run_id,sample_id,theta0_cmd_deg,theta1_cmd_deg,frames,sample_path,start_ts,end_ts
collect_20260413_113237,sample_000029,-0.900000,-0.300000,20,samples\sample_000029.npz,2026-04-13T11:34:32.362,2026-04-13T11:34:32.365
collect_20260413_113237,sample_000030,-0.900000,-0.200000,20,samples\sample_000030.npz,2026-04-13T11:34:34.893,2026-04-13T11:34:34.893
collect_20260413_113237,sample_000031,-0.900000,-0.100000,20,samples\sample_000031.npz,2026-04-13T11:34:37.351,2026-04-13T11:34:37.352
collect_20260413_113237,sample_000032,-0.900000,-0.000000,20,samples\sample_000032.npz,2026-04-13T11:34:39.812,2026-04-13T11:34:39.812
collect_20260413_113237,sample_000033,-0.900000,0.100000,20,samples\sample_000033.npz,2026-04-13T11:34:42.288,2026-04-13T11:34:42.288
collect_20260413_113237,sample_000034,-0.900000,0.200000,20,samples\sample_000034.npz,2026-04-13T11:34:44.760,2026-04-13T11:34:44.761
collect_20260413_113237,sample_000035,-0.900000,0.300000,20,samples\sample_000035.npz,2026-04-13T11:34:47.207,2026-04-13T11:34:47.208
collect_20260413_113237,sample_000036,-0.900000,0.400000,20,samples\sample_000036.npz,2026-04-13T11:34:49.771,2026-04-13T11:34:49.771
collect_20260413_113237,sample_000037,-0.900000,0.500000,20,samples\sample_000037.npz,2026-04-13T11:34:52.306,2026-04-13T11:34:52.307
collect_20260413_113237,sample_000038,-0.900000,0.600000,20,samples\sample_000038.npz,2026-04-13T11:34:54.761,2026-04-13T11:34:54.763
collect_20260413_113237,sample_000039,-0.900000,0.700000,20,samples\sample_000039.npz,2026-04-13T11:34:57.334,2026-04-13T11:34:57.334
collect_20260413_113237,sample_000040,-0.900000,0.800000,20,samples\sample_000040.npz,2026-04-13T11:34:59.798,2026-04-13T11:34:59.799
collect_20260413_113237,sample_000041,-0.900000,0.900000,20,samples\sample_000041.npz,2026-04-13T11:35:02.380,2026-04-13T11:35:02.382
collect_20260413_113237,sample_000042,-0.900000,1.000000,20,samples\sample_000042.npz,2026-04-13T11:35:04.953,2026-04-13T11:35:04.954
collect_20260413_113237,sample_000043,-0.800000,-1.000000,20,samples\sample_000043.npz,2026-04-13T11:35:08.207,2026-04-13T11:35:08.208
collect_20260413_113237,sample_000044,-0.800000,-0.900000,20,samples\sample_000044.npz,2026-04-13T11:35:10.703,2026-04-13T11:35:10.703
collect_20260413_113237,sample_000045,-0.800000,-0.800000,20,samples\sample_000045.npz,2026-04-13T11:35:13.162,2026-04-13T11:35:13.164
collect_20260413_113237,sample_000046,-0.800000,-0.700000,20,samples\sample_000046.npz,2026-04-13T11:35:15.616,2026-04-13T11:35:15.617
collect_20260413_113237,sample_000047,-0.800000,-0.600000,20,samples\sample_000047.npz,2026-04-13T11:35:18.059,2026-04-13T11:35:18.060
collect_20260413_113237,sample_000048,-0.800000,-0.500000,20,samples\sample_000048.npz,2026-04-13T11:35:20.500,2026-04-13T11:35:20.502
collect_20260413_113237,sample_000049,-0.800000,-0.400000,20,samples\sample_000049.npz,2026-04-13T11:35:22.967,2026-04-13T11:35:22.969
collect_20260413_113237,sample_000050,-0.800000,-0.300000,20,samples\sample_000050.npz,2026-04-13T11:35:25.470,2026-04-13T11:35:25.471
collect_20260413_113237,sample_000051,-0.800000,-0.200000,20,samples\sample_000051.npz,2026-04-13T11:35:27.941,2026-04-13T11:35:27.942
collect_20260413_113237,sample_000052,-0.800000,-0.100000,20,samples\sample_000052.npz,2026-04-13T11:35:30.463,2026-04-13T11:35:30.465
collect_20260413_113237,sample_000053,-0.800000,-0.000000,20,samples\sample_000053.npz,2026-04-13T11:35:32.974,2026-04-13T11:35:32.975
collect_20260413_113237,sample_000054,-0.800000,0.100000,20,samples\sample_000054.npz,2026-04-13T11:35:35.433,2026-04-13T11:35:35.434
collect_20260413_113237,sample_000055,-0.800000,0.200000,20,samples\sample_000055.npz,2026-04-13T11:35:37.999,2026-04-13T11:35:38.000
collect_20260413_113237,sample_000056,-0.800000,0.300000,20,samples\sample_000056.npz,2026-04-13T11:35:40.520,2026-04-13T11:35:40.521
collect_20260413_113237,sample_000057,-0.800000,0.400000,20,samples\sample_000057.npz,2026-04-13T11:35:42.961,2026-04-13T11:35:42.962
collect_20260413_113237,sample_000058,-0.800000,0.500000,20,samples\sample_000058.npz,2026-04-13T11:35:45.478,2026-04-13T11:35:45.478
collect_20260413_113237,sample_000059,-0.800000,0.600000,20,samples\sample_000059.npz,2026-04-13T11:35:47.986,2026-04-13T11:35:47.987
collect_20260413_113237,sample_000060,-0.800000,0.700000,20,samples\sample_000060.npz,2026-04-13T11:35:50.548,2026-04-13T11:35:50.556
collect_20260413_113237,sample_000061,-0.800000,0.800000,20,samples\sample_000061.npz,2026-04-13T11:35:53.124,2026-04-13T11:35:53.125
collect_20260413_113237,sample_000062,-0.800000,0.900000,20,samples\sample_000062.npz,2026-04-13T11:35:55.697,2026-04-13T11:35:55.698
collect_20260413_113237,sample_000063,-0.800000,1.000000,20,samples\sample_000063.npz,2026-04-13T11:35:58.280,2026-04-13T11:35:58.282
collect_20260413_113237,sample_000064,-0.700000,-1.000000,20,samples\sample_000064.npz,2026-04-13T11:36:01.346,2026-04-13T11:36:01.347
collect_20260413_113237,sample_000065,-0.700000,-0.900000,20,samples\sample_000065.npz,2026-04-13T11:36:03.785,2026-04-13T11:36:03.786
collect_20260413_113237,sample_000066,-0.700000,-0.800000,20,samples\sample_000066.npz,2026-04-13T11:36:06.264,2026-04-13T11:36:06.266
collect_20260413_113237,sample_000067,-0.700000,-0.700000,20,samples\sample_000067.npz,2026-04-13T11:36:08.715,2026-04-13T11:36:08.716
collect_20260413_113237,sample_000068,-0.700000,-0.600000,20,samples\sample_000068.npz,2026-04-13T11:36:11.159,2026-04-13T11:36:11.161
collect_20260413_113237,sample_000069,-0.700000,-0.500000,20,samples\sample_000069.npz,2026-04-13T11:36:13.618,2026-04-13T11:36:13.619
collect_20260413_113237,sample_000070,-0.700000,-0.400000,20,samples\sample_000070.npz,2026-04-13T11:36:16.057,2026-04-13T11:36:16.058
collect_20260413_113237,sample_000071,-0.700000,-0.300000,20,samples\sample_000071.npz,2026-04-13T11:36:18.534,2026-04-13T11:36:18.535
collect_20260413_113237,sample_000072,-0.700000,-0.200000,20,samples\sample_000072.npz,2026-04-13T11:36:20.973,2026-04-13T11:36:20.974
collect_20260413_113237,sample_000073,-0.700000,-0.100000,20,samples\sample_000073.npz,2026-04-13T11:36:23.549,2026-04-13T11:36:23.550
collect_20260413_113237,sample_000074,-0.700000,-0.000000,20,samples\sample_000074.npz,2026-04-13T11:36:26.063,2026-04-13T11:36:26.065
collect_20260413_113237,sample_000075,-0.700000,0.100000,20,samples\sample_000075.npz,2026-04-13T11:36:28.559,2026-04-13T11:36:28.561
collect_20260413_113237,sample_000076,-0.700000,0.200000,20,samples\sample_000076.npz,2026-04-13T11:36:31.025,2026-04-13T11:36:31.025
collect_20260413_113237,sample_000077,-0.700000,0.300000,20,samples\sample_000077.npz,2026-04-13T11:36:33.541,2026-04-13T11:36:33.542
collect_20260413_113237,sample_000078,-0.700000,0.400000,20,samples\sample_000078.npz,2026-04-13T11:36:35.986,2026-04-13T11:36:35.987
collect_20260413_113237,sample_000079,-0.700000,0.500000,20,samples\sample_000079.npz,2026-04-13T11:36:38.487,2026-04-13T11:36:38.489
collect_20260413_113237,sample_000080,-0.700000,0.600000,20,samples\sample_000080.npz,2026-04-13T11:36:40.997,2026-04-13T11:36:40.998
collect_20260413_113237,sample_000081,-0.700000,0.700000,20,samples\sample_000081.npz,2026-04-13T11:36:43.457,2026-04-13T11:36:43.458
collect_20260413_113237,sample_000082,-0.700000,0.800000,20,samples\sample_000082.npz,2026-04-13T11:36:46.041,2026-04-13T11:36:46.042
collect_20260413_113237,sample_000083,-0.700000,0.900000,20,samples\sample_000083.npz,2026-04-13T11:36:48.550,2026-04-13T11:36:48.551
collect_20260413_113237,sample_000084,-0.700000,1.000000,20,samples\sample_000084.npz,2026-04-13T11:36:51.123,2026-04-13T11:36:51.125
collect_20260413_113237,sample_000085,-0.600000,-1.000000,20,samples\sample_000085.npz,2026-04-13T11:36:54.197,2026-04-13T11:36:54.198
collect_20260413_113237,sample_000086,-0.600000,-0.900000,20,samples\sample_000086.npz,2026-04-13T11:36:56.702,2026-04-13T11:36:56.703
collect_20260413_113237,sample_000087,-0.600000,-0.800000,20,samples\sample_000087.npz,2026-04-13T11:36:59.211,2026-04-13T11:36:59.213
collect_20260413_113237,sample_000088,-0.600000,-0.700000,20,samples\sample_000088.npz,2026-04-13T11:37:01.730,2026-04-13T11:37:01.730
collect_20260413_113237,sample_000089,-0.600000,-0.600000,20,samples\sample_000089.npz,2026-04-13T11:37:04.190,2026-04-13T11:37:04.193
collect_20260413_113237,sample_000090,-0.600000,-0.500000,20,samples\sample_000090.npz,2026-04-13T11:37:06.691,2026-04-13T11:37:06.692
collect_20260413_113237,sample_000091,-0.600000,-0.400000,20,samples\sample_000091.npz,2026-04-13T11:37:09.150,2026-04-13T11:37:09.152
collect_20260413_113237,sample_000092,-0.600000,-0.300000,20,samples\sample_000092.npz,2026-04-13T11:37:11.670,2026-04-13T11:37:11.671
collect_20260413_113237,sample_000093,-0.600000,-0.200000,20,samples\sample_000093.npz,2026-04-13T11:37:14.133,2026-04-13T11:37:14.134
collect_20260413_113237,sample_000094,-0.600000,-0.100000,20,samples\sample_000094.npz,2026-04-13T11:37:16.580,2026-04-13T11:37:16.580
collect_20260413_113237,sample_000095,-0.600000,-0.000000,20,samples\sample_000095.npz,2026-04-13T11:37:19.222,2026-04-13T11:37:19.223
collect_20260413_113237,sample_000096,-0.600000,0.100000,20,samples\sample_000096.npz,2026-04-13T11:37:21.730,2026-04-13T11:37:21.730
collect_20260413_113237,sample_000097,-0.600000,0.200000,20,samples\sample_000097.npz,2026-04-13T11:37:24.188,2026-04-13T11:37:24.189
collect_20260413_113237,sample_000098,-0.600000,0.300000,20,samples\sample_000098.npz,2026-04-13T11:37:26.730,2026-04-13T11:37:26.730
collect_20260413_113237,sample_000099,-0.600000,0.400000,20,samples\sample_000099.npz,2026-04-13T11:37:29.228,2026-04-13T11:37:29.229
collect_20260413_113237,sample_000100,-0.600000,0.500000,20,samples\sample_000100.npz,2026-04-13T11:37:31.683,2026-04-13T11:37:31.684
collect_20260413_113237,sample_000101,-0.600000,0.600000,20,samples\sample_000101.npz,2026-04-13T11:37:34.257,2026-04-13T11:37:34.259
collect_20260413_113237,sample_000102,-0.600000,0.700000,20,samples\sample_000102.npz,2026-04-13T11:37:36.762,2026-04-13T11:37:36.762
collect_20260413_113237,sample_000103,-0.600000,0.800000,20,samples\sample_000103.npz,2026-04-13T11:37:39.338,2026-04-13T11:37:39.339
collect_20260413_113237,sample_000104,-0.600000,0.900000,20,samples\sample_000104.npz,2026-04-13T11:37:41.932,2026-04-13T11:37:41.932
collect_20260413_113237,sample_000105,-0.600000,1.000000,20,samples\sample_000105.npz,2026-04-13T11:37:44.439,2026-04-13T11:37:44.440
collect_20260413_113237,sample_000106,-0.500000,-1.000000,20,samples\sample_000106.npz,2026-04-13T11:37:47.562,2026-04-13T11:37:47.564
collect_20260413_113237,sample_000107,-0.500000,-0.900000,20,samples\sample_000107.npz,2026-04-13T11:37:50.004,2026-04-13T11:37:50.005
collect_20260413_113237,sample_000108,-0.500000,-0.800000,20,samples\sample_000108.npz,2026-04-13T11:37:52.507,2026-04-13T11:37:52.508
collect_20260413_113237,sample_000109,-0.500000,-0.700000,20,samples\sample_000109.npz,2026-04-13T11:37:55.052,2026-04-13T11:37:55.054
collect_20260413_113237,sample_000110,-0.500000,-0.600000,20,samples\sample_000110.npz,2026-04-13T11:37:57.515,2026-04-13T11:37:57.516
collect_20260413_113237,sample_000111,-0.500000,-0.500000,20,samples\sample_000111.npz,2026-04-13T11:38:00.343,2026-04-13T11:38:00.344
collect_20260413_113237,sample_000112,-0.500000,-0.400000,20,samples\sample_000112.npz,2026-04-13T11:38:02.852,2026-04-13T11:38:02.853
collect_20260413_113237,sample_000113,-0.500000,-0.300000,20,samples\sample_000113.npz,2026-04-13T11:38:05.310,2026-04-13T11:38:05.312
collect_20260413_113237,sample_000114,-0.500000,-0.200000,20,samples\sample_000114.npz,2026-04-13T11:38:07.823,2026-04-13T11:38:07.825
collect_20260413_113237,sample_000115,-0.500000,-0.100000,20,samples\sample_000115.npz,2026-04-13T11:38:10.277,2026-04-13T11:38:10.278
collect_20260413_113237,sample_000116,-0.500000,-0.000000,20,samples\sample_000116.npz,2026-04-13T11:38:12.720,2026-04-13T11:38:12.720
collect_20260413_113237,sample_000117,-0.500000,0.100000,20,samples\sample_000117.npz,2026-04-13T11:38:15.292,2026-04-13T11:38:15.294
collect_20260413_113237,sample_000118,-0.500000,0.200000,20,samples\sample_000118.npz,2026-04-13T11:38:17.745,2026-04-13T11:38:17.747
collect_20260413_113237,sample_000119,-0.500000,0.300000,20,samples\sample_000119.npz,2026-04-13T11:38:20.253,2026-04-13T11:38:20.254
collect_20260413_113237,sample_000120,-0.500000,0.400000,20,samples\sample_000120.npz,2026-04-13T11:38:22.792,2026-04-13T11:38:22.793
collect_20260413_113237,sample_000121,-0.500000,0.500000,20,samples\sample_000121.npz,2026-04-13T11:38:25.334,2026-04-13T11:38:25.335
collect_20260413_113237,sample_000122,-0.500000,0.600000,20,samples\sample_000122.npz,2026-04-13T11:38:27.795,2026-04-13T11:38:27.796
collect_20260413_113237,sample_000123,-0.500000,0.700000,20,samples\sample_000123.npz,2026-04-13T11:38:30.376,2026-04-13T11:38:30.377
collect_20260413_113237,sample_000124,-0.500000,0.800000,20,samples\sample_000124.npz,2026-04-13T11:38:32.823,2026-04-13T11:38:32.823
collect_20260413_113237,sample_000125,-0.500000,0.900000,20,samples\sample_000125.npz,2026-04-13T11:38:35.366,2026-04-13T11:38:35.367
collect_20260413_113237,sample_000126,-0.500000,1.000000,20,samples\sample_000126.npz,2026-04-13T11:38:37.829,2026-04-13T11:38:37.830
collect_20260413_113237,sample_000127,-0.400000,-1.000000,20,samples\sample_000127.npz,2026-04-13T11:38:40.984,2026-04-13T11:38:40.986
collect_20260413_113237,sample_000128,-0.400000,-0.900000,20,samples\sample_000128.npz,2026-04-13T11:38:43.450,2026-04-13T11:38:43.451
collect_20260413_113237,sample_000129,-0.400000,-0.800000,20,samples\sample_000129.npz,2026-04-13T11:38:45.974,2026-04-13T11:38:45.975
collect_20260413_113237,sample_000130,-0.400000,-0.700000,20,samples\sample_000130.npz,2026-04-13T11:38:48.538,2026-04-13T11:38:48.539
collect_20260413_113237,sample_000131,-0.400000,-0.600000,20,samples\sample_000131.npz,2026-04-13T11:38:51.062,2026-04-13T11:38:51.063
collect_20260413_113237,sample_000132,-0.400000,-0.500000,20,samples\sample_000132.npz,2026-04-13T11:38:53.513,2026-04-13T11:38:53.514
collect_20260413_113237,sample_000133,-0.400000,-0.400000,20,samples\sample_000133.npz,2026-04-13T11:38:56.032,2026-04-13T11:38:56.033
collect_20260413_113237,sample_000134,-0.400000,-0.300000,20,samples\sample_000134.npz,2026-04-13T11:38:58.487,2026-04-13T11:38:58.489
collect_20260413_113237,sample_000135,-0.400000,-0.200000,20,samples\sample_000135.npz,2026-04-13T11:39:00.990,2026-04-13T11:39:00.991
collect_20260413_113237,sample_000136,-0.400000,-0.100000,20,samples\sample_000136.npz,2026-04-13T11:39:03.486,2026-04-13T11:39:03.487
collect_20260413_113237,sample_000137,-0.400000,-0.000000,20,samples\sample_000137.npz,2026-04-13T11:39:05.931,2026-04-13T11:39:05.931
collect_20260413_113237,sample_000138,-0.400000,0.100000,20,samples\sample_000138.npz,2026-04-13T11:39:08.377,2026-04-13T11:39:08.379
collect_20260413_113237,sample_000139,-0.400000,0.200000,20,samples\sample_000139.npz,2026-04-13T11:39:10.845,2026-04-13T11:39:10.846
collect_20260413_113237,sample_000140,-0.400000,0.300000,20,samples\sample_000140.npz,2026-04-13T11:39:13.295,2026-04-13T11:39:13.298
collect_20260413_113237,sample_000141,-0.400000,0.400000,20,samples\sample_000141.npz,2026-04-13T11:39:15.804,2026-04-13T11:39:15.806
collect_20260413_113237,sample_000142,-0.400000,0.500000,20,samples\sample_000142.npz,2026-04-13T11:39:18.245,2026-04-13T11:39:18.246
collect_20260413_113237,sample_000143,-0.400000,0.600000,20,samples\sample_000143.npz,2026-04-13T11:39:20.703,2026-04-13T11:39:20.706
collect_20260413_113237,sample_000144,-0.400000,0.700000,20,samples\sample_000144.npz,2026-04-13T11:39:23.210,2026-04-13T11:39:23.210
collect_20260413_113237,sample_000145,-0.400000,0.800000,20,samples\sample_000145.npz,2026-04-13T11:39:25.723,2026-04-13T11:39:25.724
collect_20260413_113237,sample_000146,-0.400000,0.900000,20,samples\sample_000146.npz,2026-04-13T11:39:28.354,2026-04-13T11:39:28.355
collect_20260413_113237,sample_000147,-0.400000,1.000000,20,samples\sample_000147.npz,2026-04-13T11:39:30.923,2026-04-13T11:39:30.925
collect_20260413_113237,sample_000148,-0.300000,-1.000000,20,samples\sample_000148.npz,2026-04-13T11:39:34.118,2026-04-13T11:39:34.119
collect_20260413_113237,sample_000149,-0.300000,-0.900000,20,samples\sample_000149.npz,2026-04-13T11:39:36.685,2026-04-13T11:39:36.687
collect_20260413_113237,sample_000150,-0.300000,-0.800000,20,samples\sample_000150.npz,2026-04-13T11:39:39.198,2026-04-13T11:39:39.199
collect_20260413_113237,sample_000151,-0.300000,-0.700000,20,samples\sample_000151.npz,2026-04-13T11:39:41.701,2026-04-13T11:39:41.702
collect_20260413_113237,sample_000152,-0.300000,-0.600000,20,samples\sample_000152.npz,2026-04-13T11:39:44.157,2026-04-13T11:39:44.159
collect_20260413_113237,sample_000153,-0.300000,-0.500000,20,samples\sample_000153.npz,2026-04-13T11:39:46.598,2026-04-13T11:39:46.599
collect_20260413_113237,sample_000154,-0.300000,-0.400000,20,samples\sample_000154.npz,2026-04-13T11:39:49.114,2026-04-13T11:39:49.121
collect_20260413_113237,sample_000155,-0.300000,-0.300000,20,samples\sample_000155.npz,2026-04-13T11:39:51.690,2026-04-13T11:39:51.691
collect_20260413_113237,sample_000156,-0.300000,-0.200000,20,samples\sample_000156.npz,2026-04-13T11:39:54.196,2026-04-13T11:39:54.196
collect_20260413_113237,sample_000157,-0.300000,-0.100000,20,samples\sample_000157.npz,2026-04-13T11:39:56.646,2026-04-13T11:39:56.647
collect_20260413_113237,sample_000158,-0.300000,-0.000000,20,samples\sample_000158.npz,2026-04-13T11:39:59.097,2026-04-13T11:39:59.098
collect_20260413_113237,sample_000159,-0.300000,0.100000,20,samples\sample_000159.npz,2026-04-13T11:40:01.568,2026-04-13T11:40:01.568
collect_20260413_113237,sample_000160,-0.300000,0.200000,20,samples\sample_000160.npz,2026-04-13T11:40:04.013,2026-04-13T11:40:04.014
collect_20260413_113237,sample_000161,-0.300000,0.300000,20,samples\sample_000161.npz,2026-04-13T11:40:06.536,2026-04-13T11:40:06.537
collect_20260413_113237,sample_000162,-0.300000,0.400000,20,samples\sample_000162.npz,2026-04-13T11:40:08.994,2026-04-13T11:40:08.995
collect_20260413_113237,sample_000163,-0.300000,0.500000,20,samples\sample_000163.npz,2026-04-13T11:40:11.518,2026-04-13T11:40:11.519
collect_20260413_113237,sample_000164,-0.300000,0.600000,20,samples\sample_000164.npz,2026-04-13T11:40:13.980,2026-04-13T11:40:13.980
collect_20260413_113237,sample_000165,-0.300000,0.700000,20,samples\sample_000165.npz,2026-04-13T11:40:16.612,2026-04-13T11:40:16.613
collect_20260413_113237,sample_000166,-0.300000,0.800000,20,samples\sample_000166.npz,2026-04-13T11:40:19.133,2026-04-13T11:40:19.134
collect_20260413_113237,sample_000167,-0.300000,0.900000,20,samples\sample_000167.npz,2026-04-13T11:40:21.638,2026-04-13T11:40:21.639
collect_20260413_113237,sample_000168,-0.300000,1.000000,20,samples\sample_000168.npz,2026-04-13T11:40:24.146,2026-04-13T11:40:24.147
collect_20260413_113237,sample_000169,-0.200000,-1.000000,20,samples\sample_000169.npz,2026-04-13T11:40:27.335,2026-04-13T11:40:27.336
collect_20260413_113237,sample_000170,-0.200000,-0.900000,20,samples\sample_000170.npz,2026-04-13T11:40:29.856,2026-04-13T11:40:29.857
collect_20260413_113237,sample_000171,-0.200000,-0.800000,20,samples\sample_000171.npz,2026-04-13T11:40:32.362,2026-04-13T11:40:32.363
collect_20260413_113237,sample_000172,-0.200000,-0.700000,20,samples\sample_000172.npz,2026-04-13T11:40:34.809,2026-04-13T11:40:34.810
collect_20260413_113237,sample_000173,-0.200000,-0.600000,20,samples\sample_000173.npz,2026-04-13T11:40:37.257,2026-04-13T11:40:37.260
collect_20260413_113237,sample_000174,-0.200000,-0.500000,20,samples\sample_000174.npz,2026-04-13T11:40:39.703,2026-04-13T11:40:39.704
collect_20260413_113237,sample_000175,-0.200000,-0.400000,20,samples\sample_000175.npz,2026-04-13T11:40:42.209,2026-04-13T11:40:42.211
collect_20260413_113237,sample_000176,-0.200000,-0.300000,20,samples\sample_000176.npz,2026-04-13T11:40:44.792,2026-04-13T11:40:44.793
collect_20260413_113237,sample_000177,-0.200000,-0.200000,20,samples\sample_000177.npz,2026-04-13T11:40:47.316,2026-04-13T11:40:47.317
collect_20260413_113237,sample_000178,-0.200000,-0.100000,20,samples\sample_000178.npz,2026-04-13T11:40:49.757,2026-04-13T11:40:49.759
collect_20260413_113237,sample_000179,-0.200000,-0.000000,20,samples\sample_000179.npz,2026-04-13T11:40:52.220,2026-04-13T11:40:52.221
collect_20260413_113237,sample_000180,-0.200000,0.100000,20,samples\sample_000180.npz,2026-04-13T11:40:54.671,2026-04-13T11:40:54.672
collect_20260413_113237,sample_000181,-0.200000,0.200000,20,samples\sample_000181.npz,2026-04-13T11:40:57.239,2026-04-13T11:40:57.240
collect_20260413_113237,sample_000182,-0.200000,0.300000,20,samples\sample_000182.npz,2026-04-13T11:40:59.767,2026-04-13T11:40:59.768
collect_20260413_113237,sample_000183,-0.200000,0.400000,20,samples\sample_000183.npz,2026-04-13T11:41:02.211,2026-04-13T11:41:02.212
collect_20260413_113237,sample_000184,-0.200000,0.500000,20,samples\sample_000184.npz,2026-04-13T11:41:04.721,2026-04-13T11:41:04.722
collect_20260413_113237,sample_000185,-0.200000,0.600000,20,samples\sample_000185.npz,2026-04-13T11:41:07.166,2026-04-13T11:41:07.168
collect_20260413_113237,sample_000186,-0.200000,0.700000,20,samples\sample_000186.npz,2026-04-13T11:41:09.736,2026-04-13T11:41:09.736
collect_20260413_113237,sample_000187,-0.200000,0.800000,20,samples\sample_000187.npz,2026-04-13T11:41:12.250,2026-04-13T11:41:12.250
collect_20260413_113237,sample_000188,-0.200000,0.900000,20,samples\sample_000188.npz,2026-04-13T11:41:14.778,2026-04-13T11:41:14.780
collect_20260413_113237,sample_000189,-0.200000,1.000000,20,samples\sample_000189.npz,2026-04-13T11:41:17.279,2026-04-13T11:41:17.279
collect_20260413_113237,sample_000190,-0.100000,-1.000000,20,samples\sample_000190.npz,2026-04-13T11:41:20.521,2026-04-13T11:41:20.521
collect_20260413_113237,sample_000191,-0.100000,-0.900000,20,samples\sample_000191.npz,2026-04-13T11:41:23.060,2026-04-13T11:41:23.060
collect_20260413_113237,sample_000192,-0.100000,-0.800000,20,samples\sample_000192.npz,2026-04-13T11:41:25.527,2026-04-13T11:41:25.528
collect_20260413_113237,sample_000193,-0.100000,-0.700000,20,samples\sample_000193.npz,2026-04-13T11:41:28.043,2026-04-13T11:41:28.043
collect_20260413_113237,sample_000194,-0.100000,-0.600000,20,samples\sample_000194.npz,2026-04-13T11:41:30.568,2026-04-13T11:41:30.569
